run_name,arch,test_accuracy,num_params,train_time_sec,generalisation_gap,dropout_rate,l2_strength
cnn_drop0.3,cnn,0.9178000092506409,421642,704.5037086009979,0.044354140758514404,0.3,0.0
mlp_drop0.3,mlp,0.8820000290870667,101770,93.69702672958374,0.01237499713897705,0.3,0.0
